"";"nombre";"subnombre";"precio";"year";"potencia";"km";"combustible";"puertas";"long";"alt";"anch";"peso";"url"
"1702";"Audi A6";"Avant 3.0tdi Multitronic
";"19.999€";"03/2012";"204 cv";"140.000 km";"Diesel";"5 puertas";"493 cm";"146 cm";"187 cm";"1.705 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-avant-30tdi-multitronic-en-madrid.htm?id=2899171"
"1703";"Mercedes Clase C";"C Coupé 220d 9g-tronic
";"40.500€";"10/2017";"170 cv";"490 km";"Diesel";"2 puertas";"469 cm";"141 cm";"181 cm";"1.615 kg";"https://www.coches.com/km0/seminuevo-mercedes-clase+c-c-coupe-220d-9g-tronic-en-madrid.htm?id=2911890"
"1704";"Bmw X5";"3.0sda
";"18.490€";"03/2008";"286 cv";"179.167 km";"Diesel";"5 puertas";"485 cm";"178 cm";"193 cm";"2.110 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-x5-30sda-en-madrid.htm?id=2890688"
"1705";"Audi A6";"Avant 3.0tdi Quattro S-tronic 245
";"22.990€";"12/2013";"245 cv";"185.000 km";"Diesel";"5 puertas";"493 cm";"146 cm";"187 cm";"1.790 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-avant-30tdi-quattro-s-tronic-245-en-madrid.htm?id=2907060"
"1706";"Alfa Romeo Giulietta";"1.6jtdm Distinctive
";"11.890€";"11/2014";"105 cv";"77.000 km";"Diesel";"5 puertas";"435 cm";"147 cm";"180 cm";"1.385 kg";"https://www.coches.com/coches-segunda-mano/ocasion-alfa+romeo-giulietta-16jtdm-distinctive-en-madrid.htm?id=2910757"
"1707";"Mercedes Clase E";"E Estate 200cdi Be
";"17.985€";"12/2012";"136 cv";"71.553 km";"Diesel";"5 puertas";"490 cm";"151 cm";"185 cm";"1.825 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-estate-200cdi-be-en-madrid.htm?id=2752368"
"1708";"Opel Astra";"1.7cdti S-s Selective
";"8.590€";"07/2013";"110 cv";"99.000 km";"Diesel";"5 puertas";"442 cm";"151 cm";"181 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-17cdti-s-s-selective-en-madrid.htm?id=2910784"
"1709";"Opel Astra";"1.7cdti S-s Selective
";"8.590€";"07/2013";"110 cv";"99.000 km";"Diesel";"5 puertas";"442 cm";"151 cm";"181 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-17cdti-s-s-selective-en-madrid.htm?id=2877788"
"1710";"Nissan Qashqai";"1.5dci N-connecta 4x2
";"19.300€";"10/2016";"110 cv";"12.199 km";"Diesel";"5 puertas";"438 cm";"159 cm";"181 cm";"1.365 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-n-connecta-4x2-en-madrid.htm?id=2901178"
"1711";"Fiat Tipo";"1.4 Lounge 95
";"12.850€";"2018";"95 cv";"1 km";"Gasolina";"5 puertas";"437 cm";"150 cm";"179 cm";"1.195 kg";"https://www.coches.com/km0/seminuevo-fiat-tipo-14-lounge-95-en-madrid.htm?id=2884598"
"1712";"Opel Zafira";"1.9cdti Essentia
";"5.900€";"2008";"100 cv";"141.122 km";"Diesel";"5 puertas";"447 cm";"167 cm";"180 cm";"1.733 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-zafira-19cdti-essentia-en-madrid.htm?id=2812211"
"1713";"Ford Ka";"1.30tdci Titanium
";"3.300€";"01/2010";"75 cv";"190.000 km";"Diesel";"3 puertas";"362 cm";"151 cm";"166 cm";"1.055 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-ka-130tdci-titanium-en-madrid.htm?id=2874721"
"1714";"Mini Mini";"Clubman Cooper Aut.
";"14.900€";"05/2014";"122 cv";"37.314 km";"Gasolina";"4 puertas";"396 cm";"143 cm";"168 cm";"1.175 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-clubman-cooper-aut-en-madrid.htm?id=2726218"
"1715";"Peugeot 207";"1.4i Urban 75
";"4.590€";"05/2008";"75 cv";"87.000 km";"Gasolina";"5 puertas";"403 cm";"147 cm";"172 cm";"1.223 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-207-14i-urban-75-en-madrid.htm?id=2910700"
"1716";"Toyota Auris";"90d Active Confortdrive
";"12.100€";"11/2015";"90 cv";"9.357 km";"Diesel";"5 puertas";"428 cm";"146 cm";"176 cm";"1.335 kg";"https://www.coches.com/coches-segunda-mano/ocasion-toyota-auris-90d-active-confortdrive-en-madrid.htm?id=2834260"
"1717";"Bmw Serie 3";"320 Td Compact
";"4.200€";"03/2002";"150 cv";"135.000 km";"Diesel";"3 puertas";"426 cm";"141 cm";"175 cm";"1.390 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320-td-compact-en-madrid.htm?id=2903731"
"1718";"Opel Astra";"1.7cdti S-s Selective
";"8.650€";"07/2013";"110 cv";"97.000 km";"Diesel";"5 puertas";"442 cm";"151 cm";"181 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-17cdti-s-s-selective-en-madrid.htm?id=2910775"
"1719";"Opel Astra";"1.7cdti S-s Selective
";"8.490€";"09/2013";"110 cv";"103.000 km";"Diesel";"5 puertas";"442 cm";"151 cm";"181 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-17cdti-s-s-selective-en-madrid.htm?id=2910729"
"1720";"Citroen C2";"1.4i Vtr
";"2.600€";"01/2006";"75 cv";"202.000 km";"Gasolina";"3 puertas";"367 cm";"146 cm";"190 cm";"991 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c2-14i-vtr-en-madrid.htm?id=2899784"
"1721";"Opel Astra";"1.6cdti Selective 110
";"11.790€";"06/2016";"110 cv";"17.506 km";"Diesel";"5 puertas";"437 cm";"149 cm";"181 cm";"1.350 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-16cdti-selective-110-en-madrid.htm?id=2901861"
"1722";"Toyota Verso";"2.0d Advance 120 7pl.
";"12.990€";"08/2013";"126 cv";"102.000 km";"Diesel";"5 puertas";"444 cm";"163 cm";"179 cm";"1.615 kg";"https://www.coches.com/coches-segunda-mano/ocasion-toyota-verso-20d-advance-120-7pl-en-madrid.htm?id=2910719"
"1723";"Fiat 500";"1.2 Lounge 69
";"8.190€";"06/2016";"69 cv";"27.971 km";"Gasolina";"3 puertas";"357 cm";"149 cm";"163 cm";"865 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-lounge-69-en-madrid.htm?id=2839311"
"1724";"Mercedes Clase V";"220d Largo 7g Tronic
";"30.950€";"03/2017";"163 cv";"24.900 km";"Diesel";"4 puertas";"514 cm";"188 cm";"193 cm";"2.105 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+v-220d-largo-7g-tronic-en-madrid.htm?id=2871669"
"1725";"Toyota Auris";"Touring Sports 120d Active
";"12.900€";"11/2014";"124 cv";"62.345 km";"Diesel";"5 puertas";"456 cm";"148 cm";"176 cm";"1.345 kg";"https://www.coches.com/coches-segunda-mano/ocasion-toyota-auris-touring-sports-120d-active-en-madrid.htm?id=2913712"
"1726";"Bmw Serie 3";"320d Gran Turismo
";"32.900€";"04/2016";"190 cv";"10.600 km";"Diesel";"5 puertas";"482 cm";"151 cm";"183 cm";"1.580 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320d-gran-turismo-en-madrid.htm?id=2891180"
"1727";"Jaguar X-type";"X-type 2.0 V6 Executive
";"3.490€";"04/2004";"157 cv";"190.300 km";"Gasolina";"4 puertas";"467 cm";"139 cm";"179 cm";"1.450 kg";"https://www.coches.com/coches-segunda-mano/ocasion-jaguar-x-type-20-v6-executive-en-madrid.htm?id=2883492"
"1728";"Ford Mondeo";"1.6tdci Econetic Auto-s&s Trend
";"9.490€";"04/2012";"115 cv";"119.000 km";"Diesel";"4 puertas";"485 cm";"150 cm";"189 cm";"1.557 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-mondeo-16tdci-econetic-auto-s_s-trend-en-madrid.htm?id=2910718"
"1729";"Ford Mondeo";"1.6tdci Econetic Auto-s&s Trend
";"9.490€";"05/2012";"115 cv";"119.000 km";"Diesel";"4 puertas";"485 cm";"150 cm";"189 cm";"1.557 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-mondeo-16tdci-econetic-auto-s_s-trend-en-madrid.htm?id=2873231"
"1730";"Renault Laguna";"1.5dci Emotion
";"8.790€";"07/2012";"110 cv";"132.000 km";"Diesel";"5 puertas";"470 cm";"145 cm";"181 cm";"1.398 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-laguna-15dci-emotion-en-madrid.htm?id=2910672"
"1731";"Renault Laguna";"1.5dci Emotion
";"8.790€";"07/2012";"110 cv";"132.000 km";"Diesel";"5 puertas";"470 cm";"145 cm";"181 cm";"1.398 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-laguna-15dci-emotion-en-madrid.htm?id=2725402"
"1732";"Mercedes Clase Gla";"Gla 220d Amg Line 7g-dct
";"34.990€";"07/2017";"177 cv";"8.500 km";"Diesel";"5 puertas";"442 cm";"149 cm";"180 cm";"1.535 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-220d-amg-line-7g-dct-en-madrid.htm?id=2890206"
"1733";"Honda Cr-v";"Cr-v 2.0 I-vtec Lifestyle 4x4
";"18.500€";"04/2014";"155 cv";"50.223 km";"Gasolina";"5 puertas";"457 cm";"166 cm";"182 cm";"1.517 kg";"https://www.coches.com/coches-segunda-mano/ocasion-honda-cr-v-20-i-vtec-lifestyle-4x4-en-madrid.htm?id=2907053"
"1734";"Volvo V60";"D5 R-design Aut. 215
";"14.793€";"01/2012";"215 cv";"168.000 km";"Diesel";"5 puertas";"463 cm";"148 cm";"187 cm";"1.675 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volvo-v60-d5-r-design-aut-215-en-madrid.htm?id=2728851"
"1735";"Bmw Serie 5";"525d Touring Aut.
";"7.999€";"02/2006";"177 cv";"190.000 km";"Diesel";"5 puertas";"484 cm";"149 cm";"185 cm";"1.685 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-525d-touring-aut-en-madrid.htm?id=2899165"
"1736";"Seat León X-perience";"2.0tdi Cr S&s 4drive 150
";"21.490€";"04/2016";"150 cv";"21.600 km";"Diesel";"5 puertas";"454 cm";"148 cm";"182 cm";"1.491 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-leon+x-perience-20tdi-cr-s_s-4drive-150-en-madrid.htm?id=2889428"
"1737";"Mini Mini";"Cooper
";"16.890€";"2016";"136 cv";"29.538 km";"Gasolina";"5 puertas";"398 cm";"143 cm";"173 cm";"1.145 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-cooper-en-madrid.htm?id=2904670"
"1738";"Volkswagen Golf";"1.2 Tsi Bmt Edition 110
";"14.590€";"02/2017";"110 cv";"30.282 km";"Gasolina";"5 puertas";"426 cm";"145 cm";"180 cm";"1.210 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-12-tsi-bmt-edition-110-en-madrid.htm?id=2905131"
"1739";"Renault Mégane";"1.5dci Energy Bose Edc 110
";"13.400€";"06/2017";"110 cv";"3.886 km";"Diesel";"5 puertas";"436 cm";"145 cm";"181 cm";"1.311 kg";"https://www.coches.com/km0/seminuevo-renault-megane-15dci-energy-bose-edc-110-en-madrid.htm?id=2859317"
"1740";"Peugeot Bipper Comercial";"Bipper Furgón 1.3hdi 75
";"8.200€";"10/2016";"75 cv";"35.000 km";"Diesel";"3 puertas";"386 cm";"172 cm";"172 cm";"1.090 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-bipper+comercial-bipper-furgon-13hdi-75-en-madrid.htm?id=2904101"
"1741";"Citroen C5";"2.0i 16v Premier
";"2.900€";"01/2004";"140 cv";"103.000 km";"Gasolina";"5 puertas";"475 cm";"148 cm";"178 cm";"1.469 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c5-20i-16v-premier-en-madrid.htm?id=2899466"
"1742";"Volkswagen Transporter";"Furgón 2.0tdi Bmt 102
";"17.800€";"09/2016";"102 cv";"15.000 km";"Diesel";"4 puertas";"490 cm";"199 cm";"190 cm";"1.774 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-transporter-furgon-20tdi-bmt-102-en-madrid.htm?id=2907913"
"1743";"Mini Mini";"One D
";"14.900€";"07/2016";"95 cv";"32.000 km";"Diesel";"3 puertas";"382 cm";"141 cm";"173 cm";"1.115 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-d-en-madrid.htm?id=2887976"
"1744";"Mini Mini";"One D
";"18.490€";"05/2017";"95 cv";"7.115 km";"Diesel";"5 puertas";"398 cm";"143 cm";"173 cm";"1.205 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-d-en-madrid.htm?id=2857603"
"1745";"Mercedes Clase Slk";"Slk 200 Be
";"23.490€";"02/2013";"184 cv";"106.260 km";"Gasolina";"2 puertas";"413 cm";"130 cm";"181 cm";"1.435 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+slk-slk-200-be-en-madrid.htm?id=2820180"
"1746";"Opel Astra";"St 1.7cdti S-s Selective
";"9.200€";"07/2014";"110 cv";"91.000 km";"Diesel";"5 puertas";"470 cm";"154 cm";"181 cm";"1.550 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-st-17cdti-s-s-selective-en-madrid.htm?id=2896353"
"1747";"Dacia Sandero";"1.5dci Ambiance 75
";"7.500€";"03/2016";"75 cv";"43.426 km";"Diesel";"5 puertas";"407 cm";"152 cm";"173 cm";"1.085 kg";"https://www.coches.com/coches-segunda-mano/ocasion-dacia-sandero-15dci-ambiance-75-en-madrid.htm?id=2912151"
"1748";"Bmw Serie 5";"528ia
";"29.500€";"11/2014";"245 cv";"12.028 km";"Gasolina";"4 puertas";"490 cm";"146 cm";"186 cm";"1.620 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-528ia-en-madrid.htm?id=2870214"
"1749";"Toyota Aygo";"1.0 Vvt-i Blue
";"4.500€";"07/2009";"68 cv";"56.617 km";"Gasolina";"5 puertas";"342 cm";"147 cm";"162 cm";"890 kg";"https://www.coches.com/coches-segunda-mano/ocasion-toyota-aygo-10-vvt-i-blue-en-madrid.htm?id=2883005"
"1750";"Volkswagen Scirocco";"1.4 Tsi
";"10.490€";"2010";"122 cv";"136.400 km";"Gasolina";"3 puertas";"426 cm";"140 cm";"181 cm";"1.319 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-scirocco-14-tsi-en-madrid.htm?id=2874097"
"1751";"Mercedes Clase A";"A 200d 7g-dct
";"23.900€";"06/2017";"136 cv";"20.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2878944"
"1752";"Mercedes Clase C";"C 220d 9g-tronic
";"31.500€";"06/2017";"170 cv";"8.900 km";"Diesel";"4 puertas";"469 cm";"144 cm";"181 cm";"1.570 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-220d-9g-tronic-en-madrid.htm?id=2880922"
"1753";"Mercedes Clase A";"A 200d 7g-dct
";"23.900€";"06/2017";"136 cv";"20.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2878943"
"1754";"Mercedes Clase A";"A 200d 7g-dct
";"23.900€";"06/2017";"136 cv";"20.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2878942"
"1755";"Fiat Tipo";"1.6 Multijet Ii Lounge 120
";"12.990€";"06/2016";"120 cv";"23.321 km";"Diesel";"5 puertas";"437 cm";"150 cm";"179 cm";"1.295 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-tipo-16-multijet-ii-lounge-120-en-madrid.htm?id=2849012"
"1756";"Fiat 500";"1.4 Lounge
";"5.990€";"11/2008";"100 cv";"82.974 km";"Gasolina";"3 puertas";"355 cm";"149 cm";"163 cm";"930 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-14-lounge-en-madrid.htm?id=2812755"
"1757";"Mercedes Clase A";"A 200d 7g-dct
";"24.500€";"05/2017";"136 cv";"8.900 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2871670"
"1758";"Mercedes Clase A";"A 200d 7g-dct
";"23.900€";"06/2017";"136 cv";"20.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2878941"
"1759";"Mercedes Clase A";"A 200d 7g-dct
";"24.500€";"04/2017";"136 cv";"15.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2871631"
"1760";"Opel Insignia";"St 2.0cdti Sport 160
";"9.890€";"02/2010";"160 cv";"101.389 km";"Diesel";"5 puertas";"491 cm";"152 cm";"186 cm";"1.610 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-st-20cdti-sport-160-en-madrid.htm?id=2760940"
"1761";"Mercedes Clase A";"A 200d 7g-dct
";"24.500€";"04/2017";"136 cv";"18.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2871632"
"1762";"Volkswagen Passat Alltrack";"2.0tdi Bit 4m Dsg 240
";"36.200€";"02/2017";"240 cv";"12.826 km";"Diesel";"5 puertas";"478 cm";"151 cm";"183 cm";"1.776 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat+alltrack-20tdi-bit-4m-dsg-240-en-madrid.htm?id=2883989"
"1763";"Bmw X6";"Xdrive 30da
";"52.900€";"06/2015";"258 cv";"29.900 km";"Diesel";"5 puertas";"491 cm";"170 cm";"199 cm";"2.065 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-x6-xdrive-30d-en-madrid.htm?id=2605901"
"1764";"Audi Q2";"1.6tdi Design Edition 116
";"22.500€";"01/2017";"116 cv";"22.170 km";"Diesel";"5 puertas";"419 cm";"151 cm";"179 cm";"1.310 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-q2-16tdi-design-edition-116-en-madrid.htm?id=2882794"
"1765";"Audi A3";"Sportback 1.8 Tfsi S Line Edition
";"23.900€";"05/2017";"180 cv";"5.027 km";"Gasolina";"5 puertas";"431 cm";"143 cm";"179 cm";"1.305 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-18-tfsi-s-line-edition-en-madrid.htm?id=2882793"
"1766";"Mercedes Clase A";"A 200d 7g-dct
";"24.500€";"04/2017";"136 cv";"15.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2871609"
"1767";"Seat Ibiza";"1.2 Tsi Style
";"10.290€";"03/2017";"90 cv";"20.659 km";"Gasolina";"5 puertas";"406 cm";"145 cm";"169 cm";"1.089 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-12-tsi-style-en-madrid.htm?id=2791382"
"1768";"Mercedes Clase A";"A 180cdi Be Urban 7g-dct
";"17.500€";"09/2014";"109 cv";"94.435 km";"Diesel";"5 puertas";"429 cm";"143 cm";"178 cm";"1.475 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-180cdi-be-urban-7g-dct-en-madrid.htm?id=2883223"
"1769";"Ford Focus";"1.6 Ti-vct Trend+ (flotas)
";"11.900€";"06/2016";"125 cv";"15.164 km";"Gasolina";"5 puertas";"436 cm";"148 cm";"182 cm";"1.189 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-16-ti-vct-trend+-flotas-en-madrid.htm?id=2697216"
"1770";"Citroen C2";"1.1i Audace
";"3.750€";"09/2007";"61 cv";"52.358 km";"Gasolina";"3 puertas";"367 cm";"147 cm";"166 cm";"1.031 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c2-11i-audace-en-madrid.htm?id=2883566"
"1771";"Opel Astra";"St 1.7cdti Selective 130
";"8.190€";"10/2013";"130 cv";"123.000 km";"Diesel";"5 puertas";"470 cm";"154 cm";"181 cm";"1.550 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-st-17cdti-selective-130-en-madrid.htm?id=2911108"
"1772";"Chrysler Voyager";"2.5 Crd Se
";"2.999€";"01/2003";"140 cv";"200.000 km";"Diesel";"5 puertas";"480 cm";"175 cm";"200 cm";"1.952 kg";"https://www.coches.com/coches-segunda-mano/ocasion-chrysler-voyager-25-crd-se-en-madrid.htm?id=2900610"
"1773";"Hyundai Sonata";"2.0crdi Vgt Style Aut.
";"6.350€";"11/2008";"150 cv";"130.800 km";"Diesel";"4 puertas";"480 cm";"148 cm";"183 cm";"1.605 kg";"https://www.coches.com/coches-segunda-mano/ocasion-hyundai-sonata-20crdi-vgt-style-aut-en-madrid.htm?id=2877557"
"1774";"Maserati Quattroporte";"S Q4 Aut.
";"78.000€";"12/2014";"410 cv";"56.100 km";"Gasolina";"4 puertas";"526 cm";"148 cm";"195 cm";"1.820 kg";"https://www.coches.com/coches-segunda-mano/ocasion-maserati-quattroporte-s-q4-aut-en-madrid.htm?id=2890493"
"1775";"Peugeot 308";"1.6hdi Active Fap
";"10.990€";"03/2015";"92 cv";"32.086 km";"Diesel";"5 puertas";"425 cm";"146 cm";"180 cm";"1.090 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-16hdi-active-fap-en-madrid.htm?id=2908668"
"1776";"Peugeot 308";"1.6e-hdi Access
";"11.190€";"02/2015";"115 cv";"102.000 km";"Diesel";"5 puertas";"425 cm";"146 cm";"180 cm";"1.160 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-16e-hdi-access-en-madrid.htm?id=2872375"
"1777";"Ford C-max";"C-max 1.6tdci Trend 95
";"10.590€";"06/2014";"95 cv";"62.124 km";"Diesel";"5 puertas";"438 cm";"163 cm";"183 cm";"1.390 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-c-max-16tdci-trend-95-en-madrid.htm?id=2866230"
"1778";"Volkswagen Passat";"Variant 2.0tdi Edition Bmt
";"13.600€";"03/2013";"140 cv";"129.900 km";"Diesel";"5 puertas";"477 cm";"152 cm";"182 cm";"1.571 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-variant-20tdi-edition-bmt-en-madrid.htm?id=2891607"
"1779";"Renault Laguna";"G.tour 1.5dci Emotion
";"8.790€";"03/2013";"110 cv";"129.000 km";"Diesel";"5 puertas";"480 cm";"145 cm";"181 cm";"1.320 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-laguna-gtour-15dci-emotion-en-madrid.htm?id=2910689"
"1780";"Mercedes Clase A";"A 200d 7g-dct
";"24.500€";"06/2017";"136 cv";"20.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2878953"
"1781";"Mercedes Clase A";"A 200d 7g-dct
";"24.500€";"06/2017";"136 cv";"20.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2878955"
"1782";"Mercedes Clase A";"A 200d 7g-dct
";"24.500€";"06/2017";"136 cv";"20.000 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-7g-dct-en-madrid.htm?id=2878954"
"1783";"Hyundai I30";"I30 1.4crdi City S
";"9.500€";"2013";"90 cv";"28.000 km";"Diesel";"5 puertas";"430 cm";"147 cm";"178 cm";"1.280 kg";"https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i30-14crdi-city-s-en-madrid.htm?id=2907359"
"1784";"Seat Altea";"Xl 1.6tdi Cr S&s Reference E-eco.
";"10.890€";"06/2013";"105 cv";"78.000 km";"Diesel";"5 puertas";"447 cm";"158 cm";"177 cm";"1.480 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-altea-xl-16tdi-cr-s_s-reference-e-eco-en-madrid.htm?id=2910753"
"1785";"Mazda Mazda5";"1.6crtd Luxury
";"9.990€";"2011";"115 cv";"122.319 km";"Diesel";"5 puertas";"459 cm";"162 cm";"175 cm";"1.415 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda5-16crtd-luxury-en-madrid.htm?id=2792083"
"1786";"Opel Insignia";"2.0cdti Excellence Aut. 160
";"11.490€";"06/2013";"160 cv";"153.397 km";"Diesel";"4 puertas";"483 cm";"150 cm";"186 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-20cdti-excellence-aut-160-en-madrid.htm?id=2883498"
"1787";"Bmw Serie 5";"520d
";"22.490€";"07/2014";"184 cv";"116.865 km";"Diesel";"4 puertas";"490 cm";"146 cm";"186 cm";"1.620 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-520d-en-madrid.htm?id=2883472"
